N°,Teléfono (marca/modelo),App Luz,App Sonido,Apps WiFi,Fecha,Hora,Biblioteca,Localidad,Dirección/Referencia,Tipo de espacio,Ocupación (personas),Evento inusual (S/N),Observaciones,Lux_1,Lux_2,Lux_3,Lux_promedio,dBA_1,dBA_2,dBA_3,dBA_prom,Bajada_1 (Mbps),Bajada_2 (Mbps),Bajada_3 (Mbps),Bajada_Mediana,Subida_1 (Mbps),Subida_2 (Mbps),Subida_3 (Mbps),Subida_mediana,archivo_fuente,hoja_fuente,Hora_dt,Franja,Lux_umbral,Cumple_Luz,Cumple_Ruido,Cumple_WiFi,Indice_Compuesto,Indice_Ponderado
47,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,13.0,N,Ambiente tranquilo,381.0,443.0,373.0,399.0,60.0,41.0,52.0,51.0,30.9,71.7,52.4,52.4,13.5,8.5,8.3,8.5,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
48,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,14.0,N,Ruido moderado,427.0,433.0,381.0,413.7,53.0,44.0,39.0,45.3,56.8,32.5,48.0,48.0,8.9,36.0,34.5,34.5,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
49,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala infantil,6.0,N,Ambiente tranquilo,433.0,437.0,370.0,413.3,57.0,58.0,52.0,55.7,68.7,43.8,36.6,43.8,35.1,6.6,11.9,11.9,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
50,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,9.0,N,Conectividad estable,767.0,902.0,748.0,805.7,51.0,37.0,42.0,43.3,48.6,25.3,46.2,46.2,22.9,25.8,38.7,25.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
1,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:10:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Área Estudio,15.0,N,,1912.0,1866.0,1753.0,1843.6666666666667,59.1,55.4,60.2,58.23333333333333,3.1,54.8,17.2,25.03333333333333,74.6,19.3,18.02,37.306666666666665,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:10:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
2,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:24:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Area de studio,15.0,N,,5591.0,4826.0,5452.0,5289.666666666667,55.6,56.4,56.3,56.1,1.01,18.7,20.5,13.403333333333334,2.16,30.0,5.99,12.716666666666667,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:24:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
3,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:24:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona de estudio,15.0,N,,2524.0,2636.0,2740.0,2633.3333333333335,33.4,33.3,32.9,33.199999999999996,30.22,27.98,47.8,35.333333333333336,48.69,57.8,68.0,58.163333333333334,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:24:00.000,Tarde,500,True,True,True,100.0,100.0
4,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:32:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Hemeroteca,11.0,N,,1241.0,1235.0,1244.0,1240.0,31.3,33.5,31.5,32.1,16.4,16.1,12.3,14.933333333333332,59,56.1,57.5,57.53333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:32:00.000,Tarde,500,True,True,True,100.0,100.0
5,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:34:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Hemeroteca,11.0,N,,2680.0,2733.0,2252.0,2555.0,47.7,48.1,50.0,48.6,67.8,7.49,1.36,25.549999999999997,70.6,60.4,71.8,67.60000000000001,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:34:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
6,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:35:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Hemeroteca,11.0,N,,781.0,712.0,843.0,778.6666666666666,58.9,53.2,54.1,55.4,12.4,2.1,11.0,8.5,9.9,13.1,16.4,13.133333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:35:00.000,Tarde,500,True,False,False,33.33333333333333,40.0
7,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:42:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona studio 2,5.0,N,,820.0,940.0,796.0,852.0,33.8,31.9,33.4,33.03333333333333,9.76,29.4,3.28,14.146666666666667,1900-01-27 09:36:00,30.4,39.0,32.266666666666666,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:42:00.000,Tarde,500,True,True,True,100.0,100.0
8,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:45:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona studio 2,5.0,N,,1782.0,2399.0,1983.0,2054.6666666666665,50.0,50.0,51.7,50.56666666666666,24.5,19.5,12.4,18.8,39.5,27.9,25.9,31.100000000000005,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:45:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
9,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:46:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona studio 2,5.0,N,,455.0,463.0,512.0,476.6666666666667,33.8,36.1,35.0,34.96666666666667,15.4,200.0,5.91,73.77,117,125.0,119.0,120.33333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:46:00.000,Tarde,500,False,True,True,66.66666666666666,60.00000000000001
10,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:50:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona de cómputo,17.0,N,,324.0,358.0,439.0,373.6666666666667,51.8,50.7,53.9,52.13333333333333,3.4,12.2,18.3,11.299999999999999,3.2,17.8,12.4,11.133333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:50:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
11,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:51:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona de cómputo,17.0,N,,1120.0,1096.0,1062.0,1092.6666666666667,52.4,52.5,53.4,52.76666666666667,93.6,11.4,51.4,52.13333333333333,64.9,106.0,56.2,75.7,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:51:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
12,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,15:53:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona de cómputo,17.0,N,,289.0,329.0,355.0,324.3333333333333,57.0,62.9,60.8,60.23333333333333,23.5,16.9,14.7,18.366666666666664,6.9,16.2,11.6,11.566666666666668,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 15:53:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
13,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:00:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Sala de talleres coworking,10.0,S,Personas haciendo manualidades,6867.0,6512.0,5993.0,6457.333333333333,46.6,44.7,43.2,44.833333333333336,113.0,162.0,1.22,92.07333333333334,94.4,58.2,102.0,84.86666666666667,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:00:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
14,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:00:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Sala de talleres coworking,10.0,S,Personas haciendo manualidades,3468.0,3705.0,3228.0,3467.0,62.7,61.3,55.8,59.93333333333334,13.2,1.8,185.0,66.66666666666667,19.1,11.8,15.0,15.300000000000002,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:00:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
15,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:00:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Sala de talleres coworking,10.0,S,Personas haciendo manualidades,15988.0,13840.0,12678.0,14168.666666666666,54.9,55.4,56.1,55.46666666666667,2.22,119.0,14.2,45.13999999999999,99.4,107.0,105.0,103.8,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:00:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
16,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:14:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Sonoteca/videoteca,8.0,S,Personas jugando juegos de mesa,365.0,369.0,360.0,364.6666666666667,37.7,38.2,38.2,38.03333333333334,7.4,248.0,1.51,85.63666666666667,186,37.6,115.0,112.86666666666667,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:14:00.000,Tarde-noche,500,False,True,True,66.66666666666666,60.00000000000001
17,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:14:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Sonoteca/videoteca,8.0,S,Personas jugando juegos de mesa,271.0,243.0,263.0,259.0,57.6,54.3,61.1,57.666666666666664,198.0,2.1,39.5,79.86666666666666,15.2,13.1,11.3,13.199999999999998,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:14:00.000,Tarde-noche,500,False,False,True,33.33333333333333,20.0
18,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:15:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Sonoteca/videoteca,8.0,S,Personas jugando juegos de mesa,800.0,748.0,732.0,760.0,56.1,56.2,56.5,56.26666666666667,2.75,0.0,225.0,75.91666666666667,115,107.0,93.4,105.13333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:15:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
19,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:30:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona de cómputo,14.0,N,,150.0,129.0,132.0,137.0,56.4,50.1,49.2,51.9,5.9,4.8,15.3,8.666666666666666,4.1,8.3,45.6,19.333333333333332,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:30:00.000,Tarde-noche,500,False,False,False,0.0,0.0
20,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:31:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona de cómputo,14.0,N,,611.0,572.0,562.0,581.6666666666666,56.4,57.3,57.1,56.93333333333333,19.3,1.91,20.5,13.903333333333334,26.9,43.7,15.3,28.63333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:31:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
21,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:39:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Zona de cómputo,14.0,N,,216.0,214.0,209.0,213.0,34.5,35.6,36.9,35.666666666666664,9.25,0.21,16.2,8.553333333333333,57.3,41.9,57.9,52.36666666666667,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:39:00.000,Tarde-noche,500,False,True,False,33.33333333333333,40.0
22,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:39:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Área comics,6.0,N,,72.0,66.0,58.0,65.33333333333333,49.1,46.2,48.5,47.93333333333334,10.0,5.1,2.2,5.766666666666667,103,112.4,90.7,102.03333333333335,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:39:00.000,Tarde-noche,500,False,False,False,0.0,0.0
23,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:40:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Distrito gráfico,6.0,N,,226.0,231.0,229.0,228.66666666666666,56.9,57.0,56.9,56.93333333333334,19.9,44.3,39.7,34.63333333333333,39.2,25.3,27.8,30.766666666666666,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:40:00.000,Tarde-noche,500,False,False,True,33.33333333333333,20.0
24,Samsung A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:40:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Sala General,15.0,N,,310.0,295.0,305.0,303.3333333333333,54.2,57.0,56.9,56.03333333333333,18.5,12.4,15.0,15.299999999999999,8.2,10.5,9.1,9.266666666666666,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:40:00.000,Tarde-noche,300,True,False,True,66.66666666666666,60.00000000000001
25,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:50:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Estanterías ciencias sociales,5.0,N,,213.0,219.0,228.0,220.0,56.8,56.7,56.6,56.699999999999996,27.1,2.29,12.3,13.896666666666667,24.8,23.9,18.9,22.53333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:50:00.000,Tarde-noche,200,True,False,True,66.66666666666666,60.00000000000001
26,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:50:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Estanterías ciencias sociales,5.0,N,,114.0,101.0,102.0,105.66666666666667,32.4,36.8,39.7,36.3,0.66,13.0,56.5,23.386666666666667,59.9,60.0,68.3,62.73333333333333,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:50:00.000,Tarde-noche,200,False,True,True,66.66666666666666,60.00000000000001
27,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:55:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Hemeroteca,7.0,N,,210.0,205.0,215.0,,42.1,44.5,43.2,,22.4,25.1,21.8,23.099999999999998,14.1,12.5,13.2,13.266666666666666,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:55:00.000,Tarde-noche,500,False,False,True,33.33333333333333,20.0
28,Samsung Galaxy A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,16:52:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Estanterías ciencias sociales,5.0,N,,74.0,63.0,55.0,64.0,46.8,48.5,45.0,46.76666666666667,53.2,134.0,15.1,67.43333333333332,72.3,97.8,79.4,83.16666666666667,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 16:52:00.000,Tarde-noche,200,False,False,True,33.33333333333333,20.0
29,Samsung A14,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,17:10:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Área Estudio,10.0,N,,280.0,272.0,288.0,280.0,48.5,50.2,47.1,48.6,10.1,8.5,11.3,9.966666666666667,6.4,5.2,7.2,6.266666666666667,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 17:10:00.000,Tarde-noche,500,False,False,False,0.0,0.0
30,Infinix note 30 pro,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,17:25:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Cafetería,18.0,N,,180.0,175.0,190.0,181.66666666666666,68.1,70.5,67.3,68.63333333333333,5.4,4.2,6.1,5.233333333333333,3.2,2.8,4.1,3.65,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 17:25:00.000,Tarde-noche,500,False,False,False,0.0,0.0
31,Infinix note 30,Lux,Decibel X,Speedtest,2026-02-14 00:00:00.000000000,17:55:00,Virgilio Barco,Teusaquillo,"Av, La Esmeralda #57 - 60, Teusaquillo, Bogotá",Pasillo,15.0,N,,120.0,115.0,128.0,121.0,62.2,60.5,64.8,62.5,15.3,12.5,14.1,13.966666666666667,9.7,8.2,10.4,9.433333333333332,datos_BryanRuiz_JohanHernandez.xlsx,Registro,2026-04-14 17:55:00.000,Tarde-noche,300,False,False,True,33.33333333333333,20.0
1,Redmi Note 8,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:00:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Sirenas, personas en el parque, tono de llamada, voces","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",326.0,310.0,318.0,318.0,45.0,46.0,45.0,45.333333333333336,32.7,5.75,13.1,13.1,29.9,24.7,10.8,24.7,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
2,Xiaomi Mi A3,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:00:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Sirenas, personas en el parque, tono de llamada, voces","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",305.0,340.0,350.0,331.6666666666667,60.0,60.0,59.0,59.666666666666664,21.8,6.26,3.76,6.26,32.4,19.7,29.1,29.1,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:00:00.000,Manana,500,False,False,False,0.0,0.0
3,Google Pixel 9A,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:00:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Sirenas, personas en el parque, tono de llamada, voces","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",239.0,257.0,258.0,251.33333333333334,52.0,51.0,50.0,51.0,19.4,14.2,18.4,18.4,43.3,5.33,16.5,16.5,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
4,Lenovo Tab P11,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:00:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Sirenas, personas en el parque, tono de llamada, voces","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",304.0,322.0,340.0,322.0,47.0,48.0,47.0,47.333333333333336,11.6,18.6,14.7,14.7,16.0,8.01,17.0,16.0,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
5,Iphone 12,Lux Light meter,NIOSH SLM,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:00:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Sirenas, personas en el parque, tono de llamada, voces","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",,,,,49.0,48.3,47.7,48.333333333333336,27.1,18.8,10.1,18.8,35.9,27.2,16.8,27.2,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
6,Redmi Note 8,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:30:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, sonidos de mesa y sillas, un pelado patinando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",393.0,444.0,393.0,410.0,45.0,45.0,48.0,46.0,22.7,12.9,8.29,12.9,31.2,24.6,23.6,24.6,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:30:00.000,Manana,500,False,False,True,33.33333333333333,20.0
7,Xiaomi Mi A3,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:30:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, sonidos de mesa y sillas, un pelado patinando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",410.0,445.0,403.0,419.3333333333333,59.0,59.0,62.0,60.0,2.46,1.65,4.0,2.46,22.5,6.07,24.1,22.5,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:30:00.000,Manana,500,False,False,False,0.0,0.0
8,Google Pixel 9A,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:30:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, sonidos de mesa y sillas, un pelado patinando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",441.0,455.0,455.0,450.3333333333333,52.0,51.0,55.0,52.666666666666664,30.9,13.3,23.1,23.1,43.2,6.4,30.5,30.5,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:30:00.000,Manana,500,False,False,True,33.33333333333333,20.0
9,Lenovo Tab P11,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:30:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, sonidos de mesa y sillas, un pelado patinando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",562.0,526.0,526.0,538.0,49.0,47.0,51.0,49.0,35.6,12.1,15.4,15.4,43.4,13.0,8.37,13.0,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:30:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
10,Iphone 12,Lux Light meter,NIOSH SLM,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:30:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, sonidos de mesa y sillas, un pelado patinando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",,,,,47.5,50.3,49.4,49.06666666666666,26.6,32.7,12.7,26.6,44.1,42.8,28.0,42.8,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:30:00.000,Manana,500,False,False,True,33.33333333333333,20.0
11,Redmi Note 8,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:45:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, bocina de carros, objetos cayendose, perros, personas chiflando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",333.0,360.0,480.0,391.0,47.0,46.0,46.0,46.333333333333336,14.3,20.1,8.44,14.3,16.8,18.3,14.7,16.8,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:45:00.000,Manana,500,False,False,True,33.33333333333333,20.0
12,Xiaomi Mi A3,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:45:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, bocina de carros, objetos cayendose, perros, personas chiflando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",254.0,362.0,467.0,361.0,62.0,61.0,60.0,61.0,3.68,6.94,1.93,3.68,16.4,21.5,11.8,16.4,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:45:00.000,Manana,500,False,False,False,0.0,0.0
13,Google Pixel 9A,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:45:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, bocina de carros, objetos cayendose, perros, personas chiflando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",304.0,478.0,491.0,424.3333333333333,54.0,54.0,53.0,53.666666666666664,22.8,19.5,20.0,20.0,14.9,19.1,12.2,14.9,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:45:00.000,Manana,500,False,False,True,33.33333333333333,20.0
14,Lenovo Tab P11,Lux Light meter,Decibel meter,"Wifi Analyzer, Speed test",2026-02-08 00:00:00.000000000,10:45:00 a.m.,Gabriel Garcia Marquez - Tunal,Tunjuelito,Parque Tunal,Sala de lectura,,"Voces, bocina de carros, objetos cayendose, perros, personas chiflando","Se aplicó un factor de corrección en los dispositivos usados para la medición de Lux, ",482.0,776.0,406.0,554.6666666666666,49.0,49.0,47.0,48.333333333333336,22.8,20.5,10.7,20.5,13.4,44.4,17.4,17.4,datos_CamilaPeña_JuliánFlorez.xlsx,Registro,2026-04-14 10:45:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
